,Persistence,Prophet,RandomForest,Bens Best Guess,BOM Forecast
2020-10-08,17.0,19.79573821430185,21.86031724342908,19.55201848591031,18.0
2020-10-09,18.0,19.795738214301846,19.242408730158733,19.012715648153527,22.0
2020-10-10,19.012715648153527,20.25349382033665,23.65885929081997,20.975022919770048,18.0
