,ds,yhat,yhat_lower,yhat_upper
2819,2021-02-18,24.223545842764043,18.49009178309566,30.212943884879746
2820,2021-02-19,24.195486383370124,18.283053288720847,29.836859320549912
2821,2021-02-20,24.183292287993858,17.973183015495284,30.06407516079417
2822,2021-02-21,24.186331633391138,18.51100114503596,29.64412388150575
2823,2021-02-22,24.203532447022972,18.533706348342886,29.73868478942772
2824,2021-02-23,24.233408552112362,18.54783822498296,30.357791840604825
