date,rain,uv,astronomical,date,temp_max,temp_min,extended_text,icon_descriptor,short_text,fire_danger,now
2020-10-18T13:00:00Z,"{'amount': {'min': 0, 'max': 2, 'units': 'mm'}, 'chance': 60}","{'category': 'high', 'end_time': '2020-10-19T05:10:00Z', 'max_index': 7, 'start_time': '2020-10-18T22:40:00Z'}","{'sunrise_time': '2020-10-18T19:23:37Z', 'sunset_time': '2020-10-19T08:37:49Z'}",2020-10-18T13:00:00Z,16,10,"Partly cloudy. The chance of light frost about the ranges early this morning. The chance of early fog. Medium (50%) chance of light showers, most likely in the morning and early afternoon. Winds northwest to southwesterly 15 to 20 km/h tending south to southwesterly in the middle of the day then becoming light in the evening. Daytime maximum temperatures between 14 and 19.",mostly_sunny,,Low-Moderate,"{'is_night': False, 'now_label': 'Max', 'later_label': 'Overnight Min', 'temp_now': 16, 'temp_later': 8}"
2020-10-19T13:00:00Z,"{'amount': {'min': 0, 'max': None, 'units': 'mm'}, 'chance': 5}","{'category': 'high', 'end_time': '2020-10-20T05:10:00Z', 'max_index': 7, 'start_time': '2020-10-19T22:40:00Z'}","{'sunrise_time': '2020-10-19T19:22:13Z', 'sunset_time': '2020-10-20T08:38:52Z'}",2020-10-19T13:00:00Z,16,8,Partly cloudy. The chance of fog in the early morning. Light winds becoming east to southeasterly 15 to 25 km/h in the early afternoon then becoming light in the late evening. Overnight temperatures falling to between 4 and 7 with daytime temperatures reaching between 16 and 21.,mostly_sunny,,Low-Moderate,
2020-10-20T13:00:00Z,"{'amount': {'min': 0, 'max': None, 'units': 'mm'}, 'chance': 10}","{'category': 'high', 'end_time': '2020-10-21T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-20T22:40:00Z'}","{'sunrise_time': '2020-10-20T19:20:50Z', 'sunset_time': '2020-10-21T08:39:55Z'}",2020-10-20T13:00:00Z,16,10,"Areas of morning fog. Cloudy day. High (70%) chance of showers about the ranges, medium (40%) chance elsewhere. Light winds becoming southeast to southwesterly 15 to 25 km/h during the day then becoming light during the evening. Overnight temperatures falling to between 6 and 9 with daytime temperatures reaching between 16 and 20.",cloudy,,Low-Moderate,
2020-10-21T13:00:00Z,"{'amount': {'min': 0, 'max': None, 'units': 'mm'}, 'chance': 10}","{'category': 'high', 'end_time': '2020-10-22T05:10:00Z', 'max_index': 7, 'start_time': '2020-10-21T22:40:00Z'}","{'sunrise_time': '2020-10-21T19:19:28Z', 'sunset_time': '2020-10-22T08:40:59Z'}",2020-10-21T13:00:00Z,17,9,"Areas of morning fog. Partly cloudy day. Medium (60%) chance of showers about the ranges, slight (30%) chance elsewhere. Light winds becoming south to southeasterly 20 to 30 km/h during the day then tending east to southeasterly 15 to 25 km/h during the evening. Overnight temperatures falling to between 6 and 9 with daytime temperatures reaching between 16 and 19.",mostly_sunny,,Low-Moderate,
2020-10-22T13:00:00Z,"{'amount': {'min': 0, 'max': 3, 'units': 'mm'}, 'chance': 50}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-22T19:18:08Z', 'sunset_time': '2020-10-23T08:42:03Z'}",2020-10-22T13:00:00Z,18,10,,shower,,,
2020-10-23T13:00:00Z,"{'amount': {'min': 0, 'max': 3, 'units': 'mm'}, 'chance': 60}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-23T19:16:48Z', 'sunset_time': '2020-10-24T08:43:07Z'}",2020-10-23T13:00:00Z,17,12,,shower,,,
2020-10-24T13:00:00Z,"{'amount': {'min': 0, 'max': 3, 'units': 'mm'}, 'chance': 50}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-24T19:15:29Z', 'sunset_time': '2020-10-25T08:44:12Z'}",2020-10-24T13:00:00Z,16,10,,shower,,,
