date,rain,uv,astronomical,date,temp_max,temp_min,extended_text,icon_descriptor,short_text,fire_danger,now
2020-10-13T13:00:00Z,"{'amount': {'min': 0, 'max': None, 'units': 'mm'}, 'chance': 10}","{'category': 'high', 'end_time': '2020-10-14T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-13T22:50:00Z'}","{'sunrise_time': '2020-10-13T19:37:36Z', 'sunset_time': '2020-10-14T08:37:07Z'}",2020-10-13T13:00:00Z,24,9,Partly cloudy. Areas of fog early this morning. The chance of a thunderstorm with little or no rainfall in the northwest suburbs later tonight. Light winds becoming northwest to southwesterly 15 to 20 km/h in the early afternoon then tending northwest to northeasterly in the evening.,mostly_sunny,Partly cloudy.,Low-Moderate,"{'is_night': False, 'now_label': 'Max', 'later_label': 'Overnight Min', 'temp_now': 24, 'temp_later': 17}"
2020-10-14T13:00:00Z,"{'amount': {'min': 6, 'max': 10, 'units': 'mm'}, 'chance': 90}","{'category': 'high', 'end_time': '2020-10-15T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-14T22:50:00Z'}","{'sunrise_time': '2020-10-14T19:36:11Z', 'sunset_time': '2020-10-15T08:38:05Z'}",2020-10-14T13:00:00Z,25,17,Cloudy. Very high (90%) chance of showers in the afternoon and evening. The chance of thunderstorms about the nearby hills in the afternoon and early evening. Winds northerly 20 to 30 km/h increasing to 25 to 40 km/h early in the morning then shifting southwesterly 20 to 30 km/h in the evening.,shower,Showers developing.,Low-Moderate,
2020-10-15T13:00:00Z,"{'amount': {'min': 0, 'max': 2, 'units': 'mm'}, 'chance': 50}","{'category': 'high', 'end_time': '2020-10-16T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-15T22:50:00Z'}","{'sunrise_time': '2020-10-15T19:34:47Z', 'sunset_time': '2020-10-16T08:39:03Z'}",2020-10-15T13:00:00Z,19,10,"Partly cloudy. Medium (50%) chance of showers, most likely in the morning. Winds southerly 15 to 25 km/h turning east to southeasterly during the day.",shower,Shower or two.,Low-Moderate,
2020-10-16T13:00:00Z,"{'amount': {'min': 3, 'max': 10, 'units': 'mm'}, 'chance': 60}","{'category': 'high', 'end_time': '2020-10-17T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-16T22:50:00Z'}","{'sunrise_time': '2020-10-16T19:33:23Z', 'sunset_time': '2020-10-17T08:40:02Z'}",2020-10-16T13:00:00Z,21,11,Cloudy. High (70%) chance of showers. The chance of a thunderstorm in the afternoon and evening. Winds northeast to southeasterly 15 to 25 km/h tending northwest to northeasterly 15 to 20 km/h during the day then tending southeast to southwesterly 15 to 25 km/h during the afternoon.,shower,Shower or two.,Low-Moderate,
2020-10-17T13:00:00Z,"{'amount': {'min': 5, 'max': 10, 'units': 'mm'}, 'chance': 90}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-17T19:32:01Z', 'sunset_time': '2020-10-18T08:41:00Z'}",2020-10-17T13:00:00Z,18,13,Cloudy. Very high (90%) chance of showers. Winds west to southwesterly 15 to 20 km/h tending south to southwesterly 20 to 30 km/h during the morning.,shower,Showers.,,
2020-10-18T13:00:00Z,"{'amount': {'min': 0, 'max': 2, 'units': 'mm'}, 'chance': 60}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-18T19:30:39Z', 'sunset_time': '2020-10-19T08:42:00Z'}",2020-10-18T13:00:00Z,16,10,Cloudy. Medium (60%) chance of showers. Winds southwesterly 20 to 30 km/h turning southerly 25 to 35 km/h during the morning.,shower,Shower or two.,,
2020-10-19T13:00:00Z,"{'amount': {'min': 0, 'max': 0.4, 'units': 'mm'}, 'chance': 30}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-19T19:29:18Z', 'sunset_time': '2020-10-20T08:43:00Z'}",2020-10-19T13:00:00Z,17,10,Partly cloudy. Slight (30%) chance of a shower. Winds south to southwesterly 15 to 25 km/h.,mostly_sunny,Partly cloudy.,,
