date,rain,uv,astronomical,date,temp_max,temp_min,extended_text,icon_descriptor,short_text,fire_danger,now
2020-10-13T13:00:00Z,"{'amount': {'min': 0, 'max': None, 'units': 'mm'}, 'chance': 10}","{'category': 'high', 'end_time': '2020-10-14T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-13T22:40:00Z'}","{'sunrise_time': '2020-10-13T19:34:08Z', 'sunset_time': '2020-10-14T08:32:29Z'}",2020-10-13T13:00:00Z,22,8,"Partly cloudy. Areas of fog early this morning. Slight (20%) chance of rain in the east, near zero chance elsewhere. The chance of a thunderstorm with little or no rainfall during this afternoon and evening. Light winds. Daytime maximum temperatures between 19 and 25.",mostly_sunny,Mostly sunny.,Low-Moderate,"{'is_night': False, 'now_label': 'Max', 'later_label': 'Overnight Min', 'temp_now': 22, 'temp_later': 12}"
2020-10-14T13:00:00Z,"{'amount': {'min': 5, 'max': 10, 'units': 'mm'}, 'chance': 90}","{'category': 'high', 'end_time': '2020-10-15T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-14T22:40:00Z'}","{'sunrise_time': '2020-10-14T19:32:44Z', 'sunset_time': '2020-10-15T08:33:25Z'}",2020-10-14T13:00:00Z,23,12,"Mostly sunny morning. Areas of fog in the north in the early morning. Very high (90%) chance of showers, most likely in the afternoon and evening. The chance of a thunderstorm in the afternoon and evening. Winds east to northeasterly 15 to 20 km/h turning north to northwesterly 15 to 25 km/h in the late morning. Overnight temperatures falling to between 9 and 12 with daytime temperatures reaching 20 to 28.",shower,Showers developing.,Low-Moderate,
2020-10-15T13:00:00Z,"{'amount': {'min': 0, 'max': 8, 'units': 'mm'}, 'chance': 60}","{'category': 'high', 'end_time': '2020-10-16T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-15T22:40:00Z'}","{'sunrise_time': '2020-10-15T19:31:22Z', 'sunset_time': '2020-10-16T08:34:22Z'}",2020-10-15T13:00:00Z,19,9,"Cloudy. Very high (90%) chance of showers in the east, high (70%) chance elsewhere. Winds south to southwesterly 15 to 20 km/h turning east to southeasterly during the morning. Overnight temperatures falling to between 7 and 13 with daytime temperatures reaching between 14 and 21.",shower,Shower or two.,Low-Moderate,
2020-10-16T13:00:00Z,"{'amount': {'min': 10, 'max': 25, 'units': 'mm'}, 'chance': 80}","{'category': 'high', 'end_time': '2020-10-17T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-16T22:40:00Z'}","{'sunrise_time': '2020-10-16T19:30:00Z', 'sunset_time': '2020-10-17T08:35:19Z'}",2020-10-16T13:00:00Z,18,11,Cloudy. Very high (90%) chance of showers. The chance of a thunderstorm in the afternoon and evening. Winds northeast to southeasterly 15 to 20 km/h tending north to northeasterly during the morning then tending east to northeasterly during the afternoon. Overnight temperatures falling to between 8 and 12 with daytime temperatures reaching between 15 and 21.,shower,Showers.,Low-Moderate,
2020-10-17T13:00:00Z,"{'amount': {'min': 0, 'max': 10, 'units': 'mm'}, 'chance': 50}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-17T19:28:39Z', 'sunset_time': '2020-10-18T08:36:16Z'}",2020-10-17T13:00:00Z,17,11,,shower,Shower or two.,,
2020-10-18T13:00:00Z,"{'amount': {'min': 0, 'max': 0.4, 'units': 'mm'}, 'chance': 30}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-18T19:27:18Z', 'sunset_time': '2020-10-19T08:37:14Z'}",2020-10-18T13:00:00Z,17,7,,mostly_sunny,Partly cloudy.,,
2020-10-19T13:00:00Z,"{'amount': {'min': 0, 'max': 0.2, 'units': 'mm'}, 'chance': 30}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-19T19:25:59Z', 'sunset_time': '2020-10-20T08:38:12Z'}",2020-10-19T13:00:00Z,18,6,,mostly_sunny,Partly cloudy.,,
