date,rain,uv,astronomical,date,temp_max,temp_min,extended_text,icon_descriptor,short_text,fire_danger
2020-10-10T13:00:00Z,"{'amount': {'min': 0, 'max': None, 'units': 'mm'}, 'chance': 10}","{'category': 'high', 'end_time': '2020-10-11T05:00:00Z', 'max_index': 6, 'start_time': '2020-10-10T23:00:00Z'}","{'sunrise_time': '2020-10-10T19:41:56Z', 'sunset_time': '2020-10-11T08:34:17Z'}",2020-10-10T13:00:00Z,17,10,Partly cloudy. The chance of fog in the early morning. Light winds becoming southeast to southwesterly 15 to 25 km/h in the middle of the day then becoming light in the late evening.,mostly_sunny,Partly cloudy.,Low-Moderate
2020-10-11T13:00:00Z,"{'amount': {'min': 0, 'max': None, 'units': 'mm'}, 'chance': 10}","{'category': 'high', 'end_time': '2020-10-12T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-11T22:50:00Z'}","{'sunrise_time': '2020-10-11T19:40:29Z', 'sunset_time': '2020-10-12T08:35:13Z'}",2020-10-11T13:00:00Z,24,7,Partly cloudy. The chance of morning fog. Light winds becoming northerly 15 to 25 km/h during the day.,mostly_sunny,Partly cloudy.,Low-Moderate
2020-10-12T13:00:00Z,"{'amount': {'min': 0, 'max': 1, 'units': 'mm'}, 'chance': 40}","{'category': 'high', 'end_time': '2020-10-13T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-12T22:50:00Z'}","{'sunrise_time': '2020-10-12T19:39:02Z', 'sunset_time': '2020-10-13T08:36:10Z'}",2020-10-12T13:00:00Z,21,13,"Cloudy. Medium (50%) chance of showers, most likely in the morning. Winds north to northwesterly 15 to 25 km/h shifting south to southeasterly during the morning.",shower,Possible shower.,Low-Moderate
2020-10-13T13:00:00Z,"{'amount': {'min': 0, 'max': 0.4, 'units': 'mm'}, 'chance': 30}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-13T19:37:36Z', 'sunset_time': '2020-10-14T08:37:07Z'}",2020-10-13T13:00:00Z,23,12,"Partly cloudy. Slight (30%) chance of a shower, most likely later in the day. Winds northeast to southeasterly 15 to 20 km/h tending northwest to northeasterly 15 to 25 km/h during the morning.",mostly_sunny,Partly cloudy.,
2020-10-14T13:00:00Z,"{'amount': {'min': 0, 'max': 6, 'units': 'mm'}, 'chance': 60}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-14T19:36:11Z', 'sunset_time': '2020-10-15T08:38:05Z'}",2020-10-14T13:00:00Z,23,13,Partly cloudy. Medium (50%) chance of showers. Winds north to northeasterly 15 to 25 km/h tending north to northwesterly 20 to 30 km/h during the morning.,shower,Shower or two.,
2020-10-15T13:00:00Z,"{'amount': {'min': 0, 'max': 4, 'units': 'mm'}, 'chance': 50}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-15T19:34:47Z', 'sunset_time': '2020-10-16T08:39:03Z'}",2020-10-15T13:00:00Z,19,13,Cloudy. Medium (50%) chance of showers. Winds northeast to southeasterly 15 to 20 km/h tending south to southeasterly 25 to 35 km/h during the morning.,shower,Shower or two.,
