date,rain,uv,astronomical,date,temp_max,temp_min,extended_text,icon_descriptor,short_text,fire_danger
2020-10-11T13:00:00Z,"{'amount': {'min': 0, 'max': None, 'units': 'mm'}, 'chance': 10}","{'category': 'high', 'end_time': '2020-10-12T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-11T22:50:00Z'}","{'sunrise_time': '2020-10-11T19:40:29Z', 'sunset_time': '2020-10-12T08:35:13Z'}",2020-10-11T13:00:00Z,24,7,The chance of fog in the early morning. Mostly sunny day. Light winds becoming north to northeasterly 15 to 20 km/h in the morning then tending north to northwesterly 15 to 25 km/h in the middle of the day.,mostly_sunny,Mostly sunny.,Low-Moderate
2020-10-12T13:00:00Z,"{'amount': {'min': 0, 'max': 0.2, 'units': 'mm'}, 'chance': 30}","{'category': 'high', 'end_time': '2020-10-13T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-12T22:50:00Z'}","{'sunrise_time': '2020-10-12T19:39:02Z', 'sunset_time': '2020-10-13T08:36:10Z'}",2020-10-12T13:00:00Z,19,14,"Partly cloudy. Slight (30%) chance of a shower, most likely in the afternoon. Winds north to northwesterly 15 to 25 km/h shifting southerly during the morning.",cloudy,Partly cloudy.,Low-Moderate
2020-10-13T13:00:00Z,"{'amount': {'min': 0, 'max': None, 'units': 'mm'}, 'chance': 20}","{'category': 'high', 'end_time': '2020-10-14T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-13T22:40:00Z'}","{'sunrise_time': '2020-10-13T19:37:36Z', 'sunset_time': '2020-10-14T08:37:07Z'}",2020-10-13T13:00:00Z,26,10,Partly cloudy. Patchy morning fog. Slight (20%) chance of a shower. The chance of a thunderstorm in the afternoon and evening. Light winds becoming north to northeasterly 15 to 20 km/h during the morning then tending north to northwesterly during the day.,mostly_sunny,Partly cloudy.,Low-Moderate
2020-10-14T13:00:00Z,"{'amount': {'min': 4, 'max': 10, 'units': 'mm'}, 'chance': 80}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-14T19:36:11Z', 'sunset_time': '2020-10-15T08:38:05Z'}",2020-10-14T13:00:00Z,29,18,"Partly cloudy. High (80%) chance of showers, most likely later in the day. Winds northerly 25 to 40 km/h shifting south to southwesterly 15 to 25 km/h later.",shower,Showers increasing.,
2020-10-15T13:00:00Z,"{'amount': {'min': 3, 'max': 10, 'units': 'mm'}, 'chance': 80}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-15T19:34:47Z', 'sunset_time': '2020-10-16T08:39:03Z'}",2020-10-15T13:00:00Z,19,13,"Cloudy. High (80%) chance of showers, most likely during the morning. Winds south to southeasterly 20 to 30 km/h.",shower,Showers.,
2020-10-16T13:00:00Z,"{'amount': {'min': 0, 'max': 5, 'units': 'mm'}, 'chance': 60}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-16T19:33:23Z', 'sunset_time': '2020-10-17T08:40:02Z'}",2020-10-16T13:00:00Z,18,11,Partly cloudy. Medium (60%) chance of showers. Winds southeast to southwesterly 15 to 25 km/h.,shower,Shower or two.,
