,Persistence,Prophet,RandomForest,Bens Best Guess,BOM Forecast
2020-10-08,17.0,19.79573821430185,21.86031724342908,19.55201848591031,18.0
2020-10-09,19.0,19.79573821430185,19.242408730158733,19.34604898148686,22.0
2020-10-10,17.0,20.25609296346944,22.88900000000001,20.048364321156484,17.0
2020-10-12,17.0,20.25609296346944,26.301071428571426,21.18572146401362,19.0
2020-10-13,25.0,20.25609296346944,17.903000000000006,21.05303098782315,25.0
2020-10-14,21.05303098782315,20.113770678752328,22.05,21.072267222191826,27.0
