date,rain,uv,astronomical,date,temp_max,temp_min,extended_text,icon_descriptor,short_text,fire_danger,now
2020-10-15T13:00:00Z,"{'amount': {'min': 8, 'max': 25, 'units': 'mm'}, 'chance': 95}","{'category': 'high', 'end_time': '2020-10-16T05:10:00Z', 'max_index': 7, 'start_time': '2020-10-15T22:40:00Z'}","{'sunrise_time': '2020-10-15T19:26:27Z', 'sunset_time': '2020-10-16T08:28:45Z'}",2020-10-15T13:00:00Z,9,,Cloudy. Very high (95%) chance of rain. The chance of a thunderstorm. Light winds becoming northerly 20 to 25 km/h in the late evening.,rain,Rain. Windy.,,"{'is_night': False, 'now_label': 'Overnight Min', 'later_label': ""Tomorrow's Max"", 'temp_now': 7, 'temp_later': 8}"
2020-10-16T13:00:00Z,"{'amount': {'min': 25, 'max': 45, 'units': 'mm'}, 'chance': 95}","{'category': 'high', 'end_time': '2020-10-17T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-16T22:30:00Z'}","{'sunrise_time': '2020-10-16T19:25:06Z', 'sunset_time': '2020-10-17T08:29:42Z'}",2020-10-16T13:00:00Z,8,7.0,"Cloudy. Very high (95%) chance of rain, most likely in the morning and afternoon. The chance of a thunderstorm, possibly severe with damaging winds and large hail in the afternoon and early evening. Possible heavy falls in the afternoon and early evening. Winds northwesterly 30 to 40 km/h increasing to 35 to 50 km/h before dawn then becoming light in the evening.",storm,Rain. Possible storm.,Low-Moderate,
2020-10-17T13:00:00Z,"{'amount': {'min': 0, 'max': 1, 'units': 'mm'}, 'chance': 50}","{'category': 'high', 'end_time': '2020-10-18T05:20:00Z', 'max_index': 7, 'start_time': '2020-10-17T22:40:00Z'}","{'sunrise_time': '2020-10-17T19:23:46Z', 'sunset_time': '2020-10-18T08:30:38Z'}",2020-10-17T13:00:00Z,8,3.0,"Partly cloudy. Medium (50%) chance of showers, most likely in the morning and afternoon. The chance of fog in the early morning. Light winds.",shower,Shower or two.,Low-Moderate,
2020-10-18T13:00:00Z,"{'amount': {'min': 0, 'max': None, 'units': 'mm'}, 'chance': 10}","{'category': 'veryhigh', 'end_time': '2020-10-19T05:20:00Z', 'max_index': 8, 'start_time': '2020-10-18T22:30:00Z'}","{'sunrise_time': '2020-10-18T19:22:26Z', 'sunset_time': '2020-10-19T08:31:35Z'}",2020-10-18T13:00:00Z,10,-1.0,Partly cloudy. Winds southeast to southwesterly 15 to 20 km/h tending west to northwesterly during the morning then shifting east to southeasterly during the afternoon.,mostly_sunny,Partly cloudy.,Low-Moderate,
2020-10-19T13:00:00Z,"{'amount': {'min': 0, 'max': None, 'units': 'mm'}, 'chance': 10}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-19T19:21:08Z', 'sunset_time': '2020-10-20T08:32:33Z'}",2020-10-19T13:00:00Z,11,1.0,Partly cloudy. Winds easterly 15 to 20 km/h turning northerly 15 to 25 km/h during the morning.,mostly_sunny,Partly cloudy.,Low-Moderate,
2020-10-20T13:00:00Z,"{'amount': {'min': 0, 'max': 0.2, 'units': 'mm'}, 'chance': 30}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-20T19:19:50Z', 'sunset_time': '2020-10-21T08:33:30Z'}",2020-10-20T13:00:00Z,11,3.0,Partly cloudy. Slight (30%) chance of a shower. Winds north to northwesterly 20 to 30 km/h.,mostly_sunny,Partly cloudy.,,
2020-10-21T13:00:00Z,"{'amount': {'min': 2, 'max': 8, 'units': 'mm'}, 'chance': 70}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-21T19:18:34Z', 'sunset_time': '2020-10-22T08:34:29Z'}",2020-10-21T13:00:00Z,14,5.0,Partly cloudy. High (70%) chance of showers. Winds north to northwesterly 25 to 40 km/h.,shower,Shower or two. Becoming windy.,,
2020-10-22T13:00:00Z,"{'amount': {'min': 10, 'max': 30, 'units': 'mm'}, 'chance': 95}","{'category': None, 'end_time': None, 'max_index': None, 'start_time': None}","{'sunrise_time': '2020-10-22T19:17:19Z', 'sunset_time': '2020-10-23T08:35:28Z'}",2020-10-22T13:00:00Z,12,9.0,Cloudy. Very high (95%) chance of showers. Winds northerly 40 to 50 km/h turning northwesterly 30 to 40 km/h later.,shower,Showers. Windy.,,
